scorer,DLC_resnet101_EPMJan24shuffle1_950000,DLC_resnet101_EPMJan24shuffle1_950000,DLC_resnet101_EPMJan24shuffle1_950000,DLC_resnet101_EPMJan24shuffle1_950000,DLC_resnet101_EPMJan24shuffle1_950000,DLC_resnet101_EPMJan24shuffle1_950000,DLC_resnet101_EPMJan24shuffle1_950000,DLC_resnet101_EPMJan24shuffle1_950000,DLC_resnet101_EPMJan24shuffle1_950000,DLC_resnet101_EPMJan24shuffle1_950000,DLC_resnet101_EPMJan24shuffle1_950000,DLC_resnet101_EPMJan24shuffle1_950000,DLC_resnet101_EPMJan24shuffle1_950000,DLC_resnet101_EPMJan24shuffle1_950000,DLC_resnet101_EPMJan24shuffle1_950000
bodyparts,Nose,Nose,Nose,LeftEar,LeftEar,LeftEar,RightEar,RightEar,RightEar,Tailbase,Tailbase,Tailbase,Implant,Implant,Implant
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
849,797.6010131835938,621.9794921875,1.0,773.7353515625,618.1607666015625,1.0,776.5570068359375,639.197021484375,1.0,708.6973876953125,635.2029418945312,1.0,785.2575073242188,627.8180541992188,1.0
850,799.6296997070312,621.7643432617188,1.0,775.9191284179688,617.6027221679688,1.0,780.4847412109375,638.5670776367188,1.0,708.9150390625,635.100341796875,1.0,786.8296508789062,627.6325073242188,1.0
851,801.1323852539062,621.9393310546875,1.0,776.3883056640625,616.6224975585938,1.0,782.0162963867188,637.727783203125,1.0,709.7017822265625,634.6409912109375,1.0,788.56494140625,626.4401245117188,1.0
852,803.5634765625,620.4513549804688,1.0,779.2221069335938,616.694580078125,1.0,784.0010375976562,637.8519287109375,1.0,710.61767578125,634.1512451171875,1.0,791.7249755859375,627.0404663085938,1.0
853,805.2122192382812,619.4090576171875,1.0,780.6843872070312,615.7574462890625,1.0,785.61572265625,637.2584838867188,1.0,711.6640014648438,634.55078125,0.9999998807907104,793.025146484375,626.0867919921875,1.0
854,806.6812133789062,619.9122314453125,1.0,781.8280029296875,616.7031860351562,1.0,787.3131713867188,637.6296997070312,1.0,713.813720703125,634.7545776367188,0.9999997615814209,793.9893798828125,625.3721923828125,1.0
855,808.8553466796875,620.7479248046875,1.0,784.20263671875,615.3494262695312,1.0,787.8916625976562,636.8836669921875,1.0,716.87548828125,635.7274780273438,0.9999997615814209,795.6505737304688,626.0353393554688,1.0
856,810.443359375,620.5957641601562,1.0,786.2341918945312,615.673828125,1.0,790.5518188476562,636.9547119140625,1.0,719.6123657226562,635.630615234375,0.9999998807907104,798.0183715820312,625.8079223632812,1.0
857,813.4636840820312,620.4971313476562,0.9999998807907104,790.1770629882812,614.7401733398438,1.0,795.6260986328125,636.7360229492188,1.0,721.9546508789062,635.88916015625,1.0,801.3941650390625,624.35986328125,1.0
858,813.4636840820312,620.4971313476562,0.9999998807907104,790.1770629882812,614.740234375,1.0,795.6260986328125,636.7360229492188,1.0,721.955078125,635.8895874023438,1.0,801.3941650390625,624.3599243164062,1.0
859,819.2230834960938,619.3042602539062,1.0,793.94775390625,616.2149047851562,1.0,799.7781982421875,637.747802734375,1.0,723.8053588867188,636.072509765625,1.0,806.7096557617188,625.653076171875,1.0
860,823.9745483398438,621.5431518554688,1.0,798.6473388671875,617.5695190429688,1.0,804.1671752929688,638.6010131835938,1.0,728.8334350585938,636.7847290039062,0.9999998807907104,811.954833984375,625.701904296875,1.0
861,827.267333984375,619.1815185546875,1.0,799.8812255859375,616.9549560546875,1.0,807.8491821289062,638.7098388671875,1.0,732.721435546875,637.6226196289062,0.9999997615814209,813.5298461914062,625.3080444335938,1.0
862,829.661865234375,619.2453002929688,1.0,802.81689453125,617.4995727539062,1.0,812.76806640625,637.8746948242188,1.0,736.35888671875,636.9793090820312,1.0,816.494873046875,626.1406860351562,1.0
863,834.1552124023438,617.5826416015625,1.0,806.6561279296875,617.6757202148438,1.0,815.8209838867188,639.32958984375,1.0,739.4339599609375,636.2024536132812,1.0,820.6240844726562,626.389404296875,1.0
864,834.4379272460938,614.5404663085938,1.0,809.375244140625,617.6931762695312,1.0,818.2434692382812,639.5120849609375,1.0,741.089111328125,635.1466064453125,1.0,822.5595092773438,625.6082763671875,1.0
865,834.7606811523438,612.0394897460938,1.0,809.78955078125,617.5818481445312,1.0,821.0914916992188,637.6289672851562,1.0,743.37841796875,634.15185546875,0.9999998807907104,823.7760620117188,623.9282836914062,1.0
866,834.6216430664062,609.49755859375,1.0,812.2262573242188,617.4808959960938,1.0,821.9564208984375,636.6939697265625,1.0,745.9071044921875,632.5677490234375,0.9999998807907104,825.5154418945312,622.1021118164062,1.0
867,836.3876953125,607.8709716796875,1.0,811.7027587890625,615.1030883789062,1.0,823.6143798828125,634.1475219726562,1.0,747.035400390625,631.5197143554688,0.9999998807907104,825.562744140625,619.8247680664062,1.0
868,836.1678466796875,604.8846435546875,1.0,812.179443359375,614.7646484375,1.0,824.638916015625,632.375732421875,1.0,748.0934448242188,630.6655883789062,0.9999998807907104,825.757080078125,617.6614990234375,0.9999998807907104
869,835.6218872070312,602.7908325195312,1.0,813.7811889648438,612.528076171875,1.0,824.3787841796875,629.529052734375,1.0,749.7954711914062,630.3248291015625,1.0,826.4764404296875,615.6008911132812,1.0
870,834.2796630859375,601.0812377929688,1.0,813.4673461914062,611.0875854492188,1.0,823.5919799804688,627.974609375,1.0,751.5433349609375,631.1860961914062,1.0,826.4751586914062,614.242431640625,1.0
871,833.177490234375,597.1468505859375,1.0,812.524658203125,608.1004028320312,1.0,823.9730224609375,626.032470703125,1.0,753.8936767578125,632.2086181640625,1.0,825.825439453125,611.88671875,1.0
872,831.559814453125,592.9930419921875,1.0,809.5187377929688,605.5827026367188,1.0,824.294921875,623.8822631835938,1.0,755.4472045898438,632.6284790039062,1.0,824.2898559570312,607.871826171875,1.0
873,831.200439453125,588.3204345703125,0.9999998807907104,807.3779907226562,603.4340209960938,1.0,825.8399658203125,620.1497802734375,1.0,757.3917846679688,633.9741821289062,1.0,821.65771484375,603.9259033203125,1.0
874,830.612060546875,585.6522827148438,0.9999998807907104,807.7664794921875,600.3265380859375,1.0,824.4139404296875,615.8760375976562,0.9999998807907104,757.7721557617188,634.2587280273438,1.0,821.7066040039062,601.4179077148438,1.0
875,829.2455444335938,582.4164428710938,1.0,806.8884887695312,598.730224609375,1.0,824.9141235351562,613.2582397460938,1.0,759.01416015625,634.2211303710938,0.9999998807907104,821.4196166992188,599.2657470703125,1.0
876,828.3634033203125,579.1056518554688,1.0,806.1253662109375,597.3402709960938,1.0,824.5355834960938,611.548583984375,1.0,759.6968994140625,633.9277954101562,0.9999998807907104,820.43603515625,596.850341796875,1.0
877,827.9056396484375,576.482421875,0.9999997615814209,804.560302734375,594.3858642578125,1.0,823.6804809570312,608.853271484375,1.0,761.41796875,634.0191650390625,0.9999997615814209,819.9239501953125,592.29931640625,1.0
878,827.5242919921875,572.3032836914062,0.9999998807907104,803.6498413085938,591.3551635742188,1.0,825.428955078125,603.8551025390625,1.0,763.1069946289062,634.8250732421875,0.9999996423721313,819.1388549804688,589.2703247070312,1.0
879,827.7974243164062,569.121337890625,0.9999998807907104,806.9561157226562,588.681884765625,1.0,827.515380859375,599.7755737304688,0.9999998807907104,766.1795654296875,634.4659423828125,0.9999998807907104,821.3462524414062,585.5745239257812,1.0
880,828.1771240234375,564.05322265625,1.0,809.9242553710938,586.3126831054688,1.0,829.453125,596.4059448242188,1.0,769.6193237304688,633.8226318359375,1.0,822.866455078125,582.6370849609375,1.0
881,828.1719970703125,564.0717163085938,1.0,809.9024047851562,586.3154907226562,1.0,829.4566040039062,596.3998413085938,1.0,769.6189575195312,633.8177490234375,1.0,822.8509521484375,582.6474609375,1.0
882,828.8176879882812,559.662841796875,0.9999998807907104,811.584716796875,583.4575805664062,1.0,831.1467895507812,592.4674682617188,1.0,772.5925903320312,633.1575317382812,1.0,823.9381103515625,578.8983154296875,1.0
883,832.0413818359375,555.4347534179688,1.0,812.795654296875,574.7108154296875,1.0,832.5665283203125,584.9263916015625,1.0,780.0984497070312,631.1552734375,0.9999997615814209,827.9954833984375,572.1727294921875,0.9999997615814209
884,834.197265625,552.9321899414062,1.0,815.046875,572.0750732421875,1.0,834.1072998046875,581.5990600585938,1.0,783.6217651367188,628.2455444335938,1.0,828.9763793945312,569.1197509765625,0.9999998807907104
885,835.640625,548.9467163085938,1.0,817.3386840820312,569.9512329101562,0.9999998807907104,836.552001953125,578.0809936523438,1.0,785.126708984375,626.4356079101562,1.0,831.0164184570312,566.3706665039062,1.0
886,836.98779296875,546.3646240234375,1.0,820.3887329101562,567.0377807617188,1.0,838.214111328125,575.1422119140625,1.0,787.52978515625,625.1591796875,1.0,834.6677856445312,562.4464111328125,1.0
887,840.2061157226562,543.607666015625,1.0,821.4138793945312,563.6646118164062,1.0,840.868896484375,572.0980834960938,1.0,791.0609130859375,623.0377807617188,1.0,835.7578125,559.3665161132812,1.0
888,842.45361328125,539.9946899414062,0.9999998807907104,821.5322265625,559.4022216796875,1.0,841.6040649414062,567.997314453125,0.9999996423721313,794.0319213867188,621.47216796875,0.9999997615814209,835.8822631835938,555.89111328125,1.0
889,843.5952758789062,537.318603515625,1.0,821.889404296875,556.519287109375,1.0,840.8603515625,565.814208984375,1.0,796.9751586914062,619.1680908203125,0.9999998807907104,835.810546875,553.4171142578125,1.0
890,845.674560546875,532.3767700195312,1.0,824.9655151367188,553.0706787109375,1.0,845.2908325195312,563.2960815429688,1.0,799.3302612304688,616.322265625,1.0,838.4022827148438,549.909423828125,1.0
891,846.366455078125,530.136962890625,1.0,825.1170654296875,549.3839721679688,1.0,844.4876708984375,558.93505859375,0.9999998807907104,802.1536254882812,612.4581298828125,1.0,839.0634765625,545.2391357421875,1.0
892,848.5928955078125,526.4906005859375,1.0,827.3058471679688,544.1378173828125,1.0,846.1431274414062,553.9697875976562,1.0,805.7351684570312,609.7297973632812,1.0,840.642822265625,541.5827026367188,1.0
893,850.3824462890625,523.3306274414062,1.0,829.0641479492188,541.912109375,1.0,847.4673461914062,551.5353393554688,0.9999998807907104,808.5615844726562,606.1790771484375,0.9999998807907104,841.991455078125,537.7128295898438,0.9999996423721313
894,852.1401977539062,520.4937133789062,1.0,830.02978515625,539.9973754882812,1.0,848.63330078125,548.3063354492188,1.0,810.765625,603.2422485351562,0.9999997615814209,844.0507202148438,536.2279663085938,0.9999998807907104
895,853.4326782226562,516.6984252929688,1.0,831.3546752929688,537.819091796875,1.0,850.3773803710938,545.7544555664062,1.0,812.6747436523438,600.1096801757812,0.9999998807907104,845.8603515625,534.0548095703125,1.0
896,857.2208251953125,512.7797241210938,1.0,832.9933471679688,535.8350219726562,1.0,852.0281372070312,544.7723388671875,1.0,814.7847900390625,598.5651245117188,1.0,848.33154296875,531.4558715820312,1.0
897,857.7523193359375,512.7868041992188,0.9999992847442627,833.9971923828125,533.9696655273438,1.0,854.1591796875,543.3896484375,1.0,814.8622436523438,596.4552001953125,1.0,851.01611328125,528.7830200195312,1.0
898,858.9096069335938,509.4980773925781,0.9999990463256836,835.4169921875,530.2933349609375,1.0,856.0809326171875,541.2920532226562,0.9999996423721313,815.3214111328125,593.4953002929688,1.0,851.4952392578125,526.4522705078125,1.0
899,858.4599609375,507.4676818847656,0.9999996423721313,837.1915893554688,528.497802734375,1.0,857.5169067382812,538.0819091796875,0.9999995231628418,814.5986938476562,589.7617797851562,0.9999998807907104,851.2780151367188,524.7388305664062,1.0
900,860.5504150390625,506.50103759765625,0.9999998807907104,839.6116333007812,526.496826171875,1.0,857.0324096679688,536.1403198242188,0.9999997615814209,814.624267578125,586.7964477539062,0.9999998807907104,852.9290771484375,522.9442138671875,1.0
901,860.8445434570312,503.4878234863281,1.0,838.7510986328125,524.4539184570312,1.0,859.7017211914062,532.7017822265625,0.9999997615814209,814.452392578125,585.3991088867188,0.9999998807907104,853.1023559570312,519.8261108398438,1.0
902,860.3456420898438,498.16326904296875,1.0,840.0350341796875,520.9968872070312,1.0,860.70703125,529.0285034179688,0.9999998807907104,815.3885498046875,583.2271118164062,1.0,853.287841796875,516.5785522460938,1.0
903,860.3323974609375,498.16668701171875,1.0,840.0623168945312,520.9765014648438,1.0,860.6796875,528.998291015625,0.9999998807907104,815.3865356445312,583.2318115234375,1.0,853.2908935546875,516.5740356445312,1.0
904,861.4627075195312,495.8272705078125,1.0,840.8822631835938,519.2757568359375,1.0,861.6266479492188,527.908447265625,0.9999998807907104,816.7781982421875,581.3074340820312,1.0,855.3770141601562,513.0414428710938,1.0
905,862.8477172851562,494.3294677734375,1.0,843.3395385742188,513.8195190429688,1.0,862.1043090820312,521.7138671875,1.0,818.2532348632812,578.5789794921875,1.0,856.1480102539062,509.6969909667969,1.0
906,863.560546875,491.0920104980469,1.0,842.4336547851562,509.8636474609375,1.0,863.4114990234375,519.5361328125,1.0,820.6712036132812,577.6082153320312,1.0,856.0870361328125,506.5394592285156,0.9999998807907104
907,865.0072021484375,487.7059631347656,1.0,843.6925048828125,507.6022644042969,1.0,864.335205078125,516.7650756835938,1.0,824.203369140625,574.9253540039062,0.9999998807907104,857.7911987304688,503.748291015625,1.0
908,863.691162109375,481.2182922363281,1.0,845.5025634765625,501.7848815917969,1.0,865.2630615234375,508.8294372558594,0.9999998807907104,826.3958129882812,568.57470703125,0.9999998807907104,859.7283325195312,497.65802001953125,1.0
909,863.4554443359375,478.0501708984375,1.0,847.1851806640625,500.5034484863281,1.0,868.3186645507812,506.1330261230469,1.0,828.1707153320312,566.4378662109375,0.9999998807907104,861.5147705078125,494.13507080078125,1.0
910,862.5029296875,473.9044494628906,1.0,847.4015502929688,496.9370422363281,1.0,868.1021728515625,501.26947021484375,1.0,829.2957153320312,564.4185791015625,1.0,860.8997192382812,490.9311828613281,1.0
911,861.8101196289062,471.1140441894531,1.0,848.4312744140625,493.8287658691406,0.9999998807907104,868.7437744140625,498.1361999511719,1.0,831.541259765625,562.558349609375,1.0,860.7830810546875,487.9681701660156,1.0
912,861.771728515625,469.1311950683594,1.0,850.098876953125,492.8473205566406,0.9999998807907104,870.0054321289062,496.5971984863281,1.0,834.226806640625,560.9183349609375,1.0,861.221923828125,486.3113708496094,1.0
913,861.5701904296875,465.9696350097656,1.0,850.3121337890625,492.09173583984375,0.9999997615814209,871.5674438476562,494.1983337402344,1.0,834.5057983398438,557.5731811523438,1.0,861.7501220703125,484.3439025878906,1.0
914,861.091064453125,463.05853271484375,1.0,850.2609252929688,490.4161682128906,0.9999997615814209,870.847412109375,493.075927734375,1.0,834.20263671875,554.6115112304688,1.0,862.1630859375,481.2929992675781,1.0
915,860.8919677734375,460.67291259765625,1.0,848.7656860351562,486.47393798828125,1.0,870.2560424804688,489.94970703125,1.0,833.8883056640625,551.2192993164062,1.0,861.515869140625,478.5049133300781,1.0
916,860.7655029296875,457.8944091796875,1.0,848.793212890625,484.2514343261719,1.0,870.4134521484375,486.1815490722656,1.0,834.38134765625,548.343994140625,1.0,861.5194091796875,476.0015869140625,1.0
917,861.4232788085938,454.8055419921875,1.0,849.48583984375,479.9161682128906,1.0,869.6597900390625,483.9932861328125,1.0,835.3014526367188,546.0272216796875,1.0,861.3229370117188,472.8955078125,1.0
918,860.5960083007812,451.4696350097656,1.0,847.4290161132812,478.374267578125,1.0,870.5899047851562,481.69818115234375,1.0,836.5526123046875,543.2293701171875,1.0,860.39794921875,470.0207824707031,1.0
919,860.830322265625,449.27032470703125,1.0,846.9755249023438,474.1793212890625,1.0,870.1027221679688,478.431640625,1.0,838.3355712890625,540.3402709960938,1.0,860.7953491210938,466.95489501953125,1.0
920,860.0054321289062,446.16510009765625,1.0,846.3377685546875,471.96990966796875,1.0,869.160888671875,474.81964111328125,1.0,840.6868286132812,537.7322998046875,0.9999998807907104,861.16259765625,463.36376953125,1.0
921,859.3773193359375,441.8825988769531,1.0,846.7944946289062,468.5042724609375,1.0,869.5021362304688,470.0921630859375,1.0,842.9785766601562,534.4093627929688,0.9999998807907104,860.3594360351562,460.3820495605469,1.0
922,858.932373046875,437.4677429199219,1.0,846.1280517578125,465.9093017578125,1.0,870.2257080078125,466.9876708984375,1.0,845.5830688476562,531.4005737304688,1.0,859.1019897460938,456.6341247558594,1.0
923,857.743408203125,433.9350280761719,1.0,846.4512329101562,463.7953796386719,1.0,870.728515625,464.60406494140625,1.0,847.3568115234375,528.0195922851562,1.0,858.6908569335938,452.7034912109375,1.0
924,857.1792602539062,431.5536193847656,1.0,845.509521484375,460.4913330078125,1.0,869.5718994140625,460.9232177734375,1.0,848.69921875,524.0980834960938,0.9999998807907104,857.8302612304688,449.5535888671875,1.0
925,855.3137817382812,428.1809387207031,1.0,845.0947875976562,458.6202087402344,1.0,869.5332641601562,455.2502746582031,1.0,851.5315551757812,520.8211669921875,1.0,857.7797241210938,447.0583190917969,1.0
926,855.3125610351562,428.18109130859375,1.0,845.0928344726562,458.62322998046875,1.0,869.529296875,455.24969482421875,1.0,851.533447265625,520.8109741210938,1.0,857.7781982421875,447.0595397949219,1.0
927,851.6881103515625,424.82684326171875,1.0,845.4331665039062,455.5590515136719,1.0,869.5467529296875,450.8095703125,1.0,854.4215698242188,518.0760498046875,1.0,856.9823608398438,443.8468322753906,1.0
928,851.0152587890625,421.0386657714844,1.0,844.921630859375,451.6996765136719,1.0,869.1077880859375,446.8090515136719,1.0,855.9805908203125,515.7494506835938,1.0,855.7440795898438,439.4013977050781,1.0
929,849.7113037109375,418.34075927734375,1.0,847.3983764648438,447.7027893066406,1.0,868.0932006835938,443.4674377441406,1.0,856.2744140625,511.0784912109375,1.0,855.080322265625,437.073486328125,1.0
930,848.8076171875,416.204833984375,1.0,846.8854370117188,444.63214111328125,1.0,866.8583374023438,439.2203063964844,1.0,855.3720092773438,506.5951232910156,0.9999998807907104,854.3976440429688,433.4342956542969,1.0
931,849.0482177734375,413.03369140625,1.0,846.4561157226562,440.7971496582031,1.0,867.4376220703125,435.2120361328125,1.0,854.8636474609375,503.3839111328125,1.0,854.50634765625,429.8314208984375,1.0
932,849.1378784179688,409.0245666503906,1.0,845.9842529296875,438.1077575683594,1.0,867.9479370117188,432.6123962402344,1.0,855.1265869140625,501.09771728515625,1.0,855.18603515625,426.3232116699219,1.0
933,847.806884765625,406.2646484375,1.0,846.2005615234375,436.437255859375,1.0,868.6653442382812,429.8655090332031,1.0,853.808837890625,497.9060363769531,1.0,855.3648681640625,424.34503173828125,1.0
934,845.4865112304688,398.8395080566406,1.0,845.3681640625,428.9012451171875,1.0,866.6434936523438,421.265625,1.0,852.7236938476562,490.7394714355469,0.9999998807907104,852.6334228515625,416.7373962402344,1.0
935,844.1016235351562,394.93548583984375,1.0,843.3641357421875,424.2800598144531,1.0,866.3734130859375,416.5296325683594,1.0,852.8442993164062,487.60491943359375,1.0,851.6160888671875,413.5558166503906,1.0
936,843.6256713867188,390.8605651855469,1.0,841.1661987304688,421.69036865234375,1.0,865.8875732421875,414.5714416503906,1.0,854.5508422851562,484.330810546875,1.0,851.3809204101562,410.3632507324219,1.0
937,845.2998657226562,387.63348388671875,1.0,841.3535766601562,418.7430114746094,1.0,865.3767700195312,412.07232666015625,1.0,855.3843383789062,479.66876220703125,1.0,850.49658203125,405.62518310546875,1.0
938,846.8291625976562,383.51812744140625,1.0,840.3239135742188,414.1239318847656,1.0,863.8248901367188,409.0841979980469,1.0,855.7689819335938,475.4819030761719,0.9999998807907104,850.7356567382812,402.4030456542969,1.0
939,848.2623901367188,380.9219055175781,1.0,839.265869140625,409.3687438964844,1.0,862.8816528320312,405.0599060058594,1.0,858.1157836914062,473.0420227050781,0.9999998807907104,851.349365234375,398.2032775878906,1.0
940,849.1712646484375,377.8676452636719,1.0,839.1675415039062,405.2965393066406,1.0,863.02392578125,402.7117919921875,1.0,860.2483520507812,468.9433898925781,0.9999998807907104,851.9973754882812,394.5208740234375,1.0
941,850.8477172851562,375.0038757324219,1.0,841.3087768554688,401.6536865234375,1.0,864.9196166992188,399.55072021484375,1.0,859.8812255859375,466.50433349609375,0.9999998807907104,852.9551391601562,391.2141418457031,1.0
942,849.305908203125,372.9584655761719,1.0,841.6597900390625,400.42425537109375,1.0,866.3994140625,397.363037109375,1.0,859.1768188476562,463.3981628417969,0.9999998807907104,852.7744140625,390.0558776855469,1.0
943,849.581787109375,371.0946044921875,1.0,843.1797485351562,398.21649169921875,1.0,867.23193359375,395.4836120605469,1.0,857.0403442382812,459.85504150390625,0.9999997615814209,853.9094848632812,389.3384704589844,1.0
944,851.1981811523438,369.6539306640625,1.0,844.1400756835938,396.64013671875,1.0,866.7418212890625,394.6074523925781,1.0,855.6566772460938,456.7252502441406,0.9999998807907104,855.02880859375,387.5650939941406,1.0
945,852.9146118164062,368.6142272949219,1.0,845.0424194335938,395.4389953613281,1.0,867.8649291992188,394.6618347167969,1.0,853.9219970703125,456.1033630371094,1.0,857.0657958984375,386.6564636230469,1.0
946,856.8931274414062,366.6419982910156,1.0,846.8580322265625,392.7994689941406,1.0,869.3049926757812,393.352294921875,1.0,851.9649658203125,454.3985290527344,1.0,859.43310546875,383.6832275390625,1.0
947,859.763427734375,365.6861267089844,1.0,848.9696655273438,390.4234924316406,1.0,870.6156616210938,392.4912109375,1.0,850.0719604492188,453.40380859375,1.0,861.7720336914062,381.66070556640625,1.0
948,859.763427734375,365.68634033203125,1.0,848.9701538085938,390.4226379394531,1.0,870.6155395507812,392.4911804199219,1.0,850.0673217773438,453.3992614746094,1.0,861.7722778320312,381.6605529785156,1.0
949,863.63818359375,365.54718017578125,1.0,851.8200073242188,387.9153137207031,1.0,872.5899047851562,390.99859619140625,1.0,849.3054809570312,452.2678527832031,1.0,864.0040283203125,380.199462890625,1.0
950,865.870849609375,362.9149475097656,1.0,852.777099609375,384.6980895996094,1.0,873.3432006835938,389.8329772949219,1.0,849.04052734375,450.7310791015625,1.0,866.2354125976562,378.1897888183594,1.0
951,867.6980590820312,358.2781982421875,1.0,853.7767333984375,382.0088195800781,1.0,875.02734375,386.40521240234375,1.0,848.91748046875,448.4891052246094,1.0,867.8053588867188,374.59771728515625,1.0
952,870.6848754882812,354.9783935546875,1.0,856.7720947265625,377.9498596191406,1.0,876.1451416015625,381.6021423339844,1.0,849.1273193359375,445.2418518066406,1.0,869.6868896484375,371.2140197753906,1.0
953,874.6632080078125,350.7738952636719,1.0,857.6058959960938,372.189453125,1.0,878.7636108398438,376.6809997558594,1.0,849.4984130859375,440.28411865234375,1.0,871.640625,366.58502197265625,1.0
954,877.782958984375,347.8808898925781,1.0,860.5982666015625,367.2322998046875,1.0,881.3868408203125,373.95574951171875,1.0,849.4024047851562,436.912109375,1.0,874.8776245117188,361.87945556640625,1.0
955,880.8624267578125,342.81378173828125,1.0,863.0215454101562,363.58233642578125,0.9999998807907104,884.0611572265625,369.0191345214844,1.0,851.1201782226562,433.9618225097656,1.0,877.6099243164062,357.6640319824219,1.0
956,887.7432861328125,332.14306640625,1.0,870.5337524414062,352.23492431640625,1.0,891.5020751953125,357.99835205078125,1.0,855.6495971679688,424.94134521484375,1.0,883.5171508789062,346.4978332519531,1.0
957,890.8810424804688,326.17169189453125,1.0,874.5993041992188,346.9103088378906,1.0,894.4163818359375,353.4837646484375,1.0,858.1896362304688,419.938232421875,1.0,887.4631958007812,341.3993225097656,1.0
958,893.2376098632812,319.8330993652344,0.9999998807907104,876.6187133789062,341.8500061035156,1.0,898.4548950195312,345.1715393066406,1.0,859.176513671875,416.06341552734375,0.9999998807907104,890.0252075195312,334.74871826171875,1.0
959,894.4459228515625,313.1322937011719,0.9999998807907104,878.3310546875,334.2991027832031,1.0,898.336181640625,338.560546875,1.0,859.1121826171875,408.4824523925781,0.9999997615814209,892.1254272460938,327.3536071777344,1.0
960,895.4427490234375,308.6070556640625,1.0,881.4913940429688,329.4593505859375,0.9999998807907104,901.2195434570312,334.5145568847656,1.0,860.1337280273438,403.98785400390625,0.9999998807907104,894.5101318359375,323.3022155761719,1.0
961,897.4232788085938,304.91656494140625,1.0,882.9788208007812,323.77484130859375,1.0,902.0484619140625,328.60223388671875,1.0,861.0847778320312,398.5230407714844,0.9999997615814209,896.171142578125,316.7391052246094,1.0
962,898.5405883789062,297.31610107421875,1.0,885.8544921875,318.3878479003906,1.0,904.946044921875,323.6629943847656,1.0,864.0872802734375,392.04180908203125,1.0,897.9776000976562,311.6583557128906,1.0
963,899.9097900390625,291.978759765625,1.0,886.6973876953125,314.9061279296875,1.0,906.806396484375,318.53912353515625,1.0,865.8200073242188,385.3606872558594,1.0,899.3628540039062,306.7503662109375,1.0
964,902.6929931640625,286.811767578125,1.0,887.7453002929688,308.9007568359375,1.0,907.534423828125,313.29962158203125,0.9999998807907104,866.8504028320312,380.15252685546875,1.0,900.5753173828125,301.3320617675781,1.0
965,906.2393798828125,280.16949462890625,0.9999998807907104,889.2499389648438,300.4000549316406,1.0,909.3589477539062,307.6463623046875,1.0,869.9608764648438,376.0423889160156,1.0,903.731201171875,295.4273986816406,1.0
966,908.8191528320312,274.37078857421875,1.0,891.308837890625,295.1361389160156,1.0,911.863037109375,301.5942687988281,0.9999998807907104,874.7217407226562,369.9787292480469,0.9999998807907104,905.5714721679688,289.4635009765625,1.0
967,908.9345092773438,267.7410583496094,1.0,890.8848266601562,288.3365783691406,1.0,913.3814086914062,295.2203063964844,1.0,876.3157958984375,364.48193359375,0.9999994039535522,904.9173583984375,282.42388916015625,1.0
968,909.5108642578125,261.20355224609375,1.0,893.2174072265625,282.3902282714844,0.9999998807907104,913.5338134765625,289.2223205566406,1.0,880.7129516601562,357.9054260253906,1.0,907.0977172851562,276.64532470703125,1.0
969,910.4769287109375,255.36569213867188,0.9999998807907104,893.5377197265625,276.5476379394531,1.0,915.5330200195312,283.989501953125,0.9999998807907104,885.25,353.7425231933594,1.0,908.3492431640625,271.5661926269531,1.0
970,909.0789794921875,248.53466796875,1.0,892.749267578125,272.4268798828125,1.0,914.5704956054688,275.9999084472656,1.0,886.3524169921875,349.2010498046875,0.9999998807907104,907.11083984375,265.13372802734375,1.0
971,907.1237182617188,242.2536163330078,1.0,894.1123657226562,265.7718505859375,0.9999998807907104,916.4791870117188,268.8262634277344,1.0,889.3323364257812,344.2523193359375,0.9999998807907104,906.8546752929688,258.423583984375,1.0
972,907.1224365234375,242.2527313232422,1.0,894.1146850585938,265.7755432128906,0.9999998807907104,916.4801025390625,268.8216857910156,1.0,889.4138793945312,344.23486328125,0.9999998807907104,906.8546752929688,258.4198303222656,1.0
973,907.6824340820312,237.2780303955078,1.0,893.7793579101562,259.9194641113281,1.0,915.3966674804688,261.8666076660156,1.0,890.1384887695312,337.93450927734375,0.9999998807907104,905.8560180664062,252.31985473632812,1.0
974,907.8110961914062,231.09596252441406,1.0,894.0551147460938,253.60867309570312,1.0,914.8184814453125,255.7676239013672,1.0,887.5134887695312,332.5455017089844,0.9999998807907104,906.8206787109375,245.71551513671875,1.0
975,907.1901245117188,227.0822296142578,1.0,894.289794921875,249.0945587158203,1.0,915.5476684570312,251.08096313476562,1.0,887.4557495117188,327.32275390625,1.0,908.1300048828125,240.79298400878906,1.0
976,908.0000610351562,223.1192169189453,1.0,893.7802734375,244.7015380859375,1.0,914.1416015625,245.2047882080078,1.0,887.0621337890625,321.5623474121094,1.0,906.8088989257812,234.7131805419922,1.0
977,908.56884765625,218.64712524414062,1.0,894.4013671875,236.80752563476562,1.0,913.6182250976562,240.0889892578125,1.0,886.425048828125,316.01983642578125,0.9999998807907104,906.6366577148438,229.6981964111328,1.0
978,907.8587646484375,212.31422424316406,1.0,893.399658203125,231.9282684326172,1.0,914.029541015625,233.7806396484375,1.0,885.6016845703125,310.8119812011719,1.0,907.5676879882812,224.08689880371094,1.0
