scorer,DLC_resnet101_EPMJan24shuffle1_950000,DLC_resnet101_EPMJan24shuffle1_950000,DLC_resnet101_EPMJan24shuffle1_950000,DLC_resnet101_EPMJan24shuffle1_950000,DLC_resnet101_EPMJan24shuffle1_950000,DLC_resnet101_EPMJan24shuffle1_950000,DLC_resnet101_EPMJan24shuffle1_950000,DLC_resnet101_EPMJan24shuffle1_950000,DLC_resnet101_EPMJan24shuffle1_950000,DLC_resnet101_EPMJan24shuffle1_950000,DLC_resnet101_EPMJan24shuffle1_950000,DLC_resnet101_EPMJan24shuffle1_950000,DLC_resnet101_EPMJan24shuffle1_950000,DLC_resnet101_EPMJan24shuffle1_950000,DLC_resnet101_EPMJan24shuffle1_950000
bodyparts,Nose,Nose,Nose,LeftEar,LeftEar,LeftEar,RightEar,RightEar,RightEar,Tailbase,Tailbase,Tailbase,Implant,Implant,Implant
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
1670,790.6409301757812,358.6421203613281,1.0,815.6403198242188,371.40374755859375,1.0,818.1011962890625,349.12530517578125,1.0,875.96240234375,376.9395446777344,0.9999998807907104,807.69970703125,359.0846862792969,1.0
1671,789.280029296875,359.2220458984375,1.0,814.4207763671875,371.5987243652344,1.0,817.3911743164062,349.63055419921875,1.0,874.8773803710938,374.8582763671875,1.0,806.6710205078125,359.8302917480469,1.0
1672,785.2553100585938,359.8974304199219,1.0,813.515625,371.4962463378906,1.0,815.5718383789062,349.61798095703125,1.0,874.0735473632812,373.3585510253906,1.0,805.1959838867188,359.8865051269531,1.0
1673,783.6240844726562,360.57861328125,1.0,811.2203979492188,371.93505859375,1.0,814.6197509765625,350.1034240722656,1.0,872.8922119140625,372.1456298828125,1.0,803.62255859375,360.2969665527344,1.0
1674,782.0553588867188,360.6033020019531,1.0,810.02001953125,372.56915283203125,1.0,812.7652587890625,350.03485107421875,1.0,871.3871459960938,370.7068176269531,1.0,802.02783203125,361.0265197753906,1.0
1675,780.7704467773438,360.99591064453125,1.0,808.3777465820312,372.69183349609375,1.0,809.4317016601562,350.3671875,1.0,869.6168823242188,370.011474609375,1.0,799.6710205078125,361.67156982421875,1.0
1676,776.8587036132812,360.23883056640625,1.0,803.2761840820312,372.6482849121094,1.0,803.9312133789062,350.6153259277344,1.0,867.2520141601562,368.2761535644531,1.0,793.8356323242188,361.1526794433594,1.0
1677,773.5335693359375,361.1279602050781,1.0,800.349853515625,372.3112487792969,1.0,801.3801879882812,350.6482238769531,1.0,866.0556640625,367.31817626953125,1.0,790.4818725585938,361.03460693359375,1.0
1678,768.197021484375,360.9587707519531,1.0,796.705322265625,372.07806396484375,1.0,797.8267211914062,349.4558410644531,1.0,865.0492553710938,366.1589050292969,1.0,787.0740966796875,360.6316833496094,1.0
1679,765.0244140625,360.7945251464844,1.0,792.0757446289062,372.2237243652344,1.0,792.5442504882812,349.4748229980469,1.0,862.5844116210938,365.1613464355469,1.0,783.5057373046875,361.3260498046875,1.0
1680,762.7527465820312,360.76702880859375,1.0,789.3160400390625,372.46771240234375,1.0,789.3999633789062,350.40228271484375,1.0,858.6703491210938,363.98980712890625,0.9999998807907104,779.8308715820312,361.1808776855469,1.0
1681,760.2179565429688,359.9957275390625,1.0,785.0850219726562,372.58056640625,1.0,786.7371826171875,350.1564636230469,1.0,854.2592163085938,362.9457092285156,1.0,776.5486450195312,360.70989990234375,1.0
1682,756.2411499023438,359.841064453125,1.0,782.5274047851562,371.5464172363281,1.0,783.6994018554688,349.2801818847656,1.0,851.468017578125,363.99212646484375,1.0,773.2689819335938,359.6753234863281,1.0
1683,756.2405395507812,359.8343200683594,1.0,782.52392578125,371.5457458496094,1.0,783.695556640625,349.2764587402344,1.0,851.453857421875,364.0437316894531,1.0,773.2676391601562,359.6712646484375,1.0
1684,751.3184814453125,358.83026123046875,1.0,778.3046264648438,370.88116455078125,1.0,780.4610595703125,348.0687561035156,1.0,847.4092407226562,367.0685729980469,1.0,770.2515258789062,359.35931396484375,1.0
1685,748.335693359375,359.2086486816406,1.0,774.2783203125,370.3908996582031,1.0,774.9197387695312,348.75836181640625,1.0,842.3546142578125,367.9994201660156,0.9999998807907104,765.9751586914062,359.0251770019531,1.0
1686,745.5643310546875,357.9510192871094,1.0,771.1924438476562,370.5539855957031,1.0,772.1704711914062,348.34576416015625,1.0,838.0811157226562,366.34814453125,1.0,762.2572021484375,358.1116638183594,1.0
1687,743.6273803710938,357.8863525390625,1.0,769.29052734375,370.8622741699219,1.0,770.56982421875,348.6802062988281,1.0,835.8042602539062,364.6802062988281,1.0,759.9613037109375,358.0760498046875,1.0
1688,741.1133422851562,359.1202087402344,1.0,767.2201538085938,370.5935363769531,1.0,767.8851318359375,347.8018798828125,1.0,833.2088012695312,363.803466796875,1.0,758.2081298828125,358.39288330078125,1.0
1689,736.7617797851562,360.1253967285156,1.0,765.2637329101562,370.7069091796875,1.0,766.0657348632812,348.25927734375,1.0,830.9158325195312,363.39263916015625,1.0,756.2539672851562,359.2402648925781,1.0
1690,734.7080688476562,361.63897705078125,1.0,762.7777099609375,370.6944274902344,1.0,763.4172973632812,348.620361328125,1.0,828.4652099609375,362.4142761230469,0.9999998807907104,753.4683837890625,360.41888427734375,1.0
1691,733.2744750976562,363.1792907714844,1.0,761.2730712890625,371.029052734375,1.0,759.7427978515625,350.16412353515625,1.0,825.5179443359375,360.85833740234375,1.0,751.2771606445312,361.6153564453125,1.0
1692,732.0853881835938,363.8783264160156,1.0,759.8129272460938,371.78045654296875,1.0,757.4224853515625,350.69580078125,1.0,823.9146728515625,359.9228210449219,1.0,748.8193359375,362.2079162597656,1.0
1693,730.2236328125,364.2257995605469,1.0,758.10888671875,371.3973693847656,1.0,755.3007202148438,350.59613037109375,1.0,822.2241821289062,359.0039367675781,1.0,746.3074951171875,362.67236328125,1.0
1694,730.8535766601562,366.406982421875,1.0,757.6367797851562,371.01617431640625,1.0,753.995361328125,350.6145324707031,1.0,820.4979248046875,358.5267333984375,1.0,746.1734619140625,362.60040283203125,1.0
1695,731.66650390625,368.62457275390625,1.0,757.634033203125,370.9178161621094,1.0,753.7559204101562,351.44805908203125,1.0,818.0174560546875,358.0561828613281,1.0,746.2589111328125,363.2165832519531,1.0
1696,732.8389282226562,370.505126953125,1.0,758.1223754882812,372.2136535644531,1.0,753.4412841796875,352.3910827636719,1.0,816.3079833984375,359.0760498046875,1.0,746.9635009765625,364.8121032714844,1.0
1697,734.4347534179688,373.1634216308594,1.0,759.529296875,372.8168029785156,1.0,754.1118774414062,352.7887268066406,1.0,815.688232421875,359.8514709472656,1.0,749.0658569335938,366.3628234863281,1.0
1698,736.001220703125,374.4808044433594,1.0,761.0570678710938,373.3548889160156,1.0,755.7711791992188,353.3112487792969,1.0,816.2379150390625,359.8322448730469,1.0,750.31884765625,366.9363098144531,1.0
1699,735.7249755859375,379.2005310058594,1.0,763.0130004882812,376.4171142578125,1.0,756.8753051757812,355.6075439453125,1.0,818.2594604492188,360.1171569824219,1.0,752.3442993164062,370.9756164550781,1.0
1700,737.0341186523438,382.3965759277344,1.0,763.6464233398438,379.07672119140625,1.0,756.3560791015625,356.95697021484375,1.0,818.3535766601562,360.15301513671875,1.0,753.0682373046875,372.9168395996094,1.0
1701,738.6015625,384.6674499511719,1.0,764.6384887695312,379.79632568359375,1.0,756.4436645507812,358.0167236328125,1.0,818.2052001953125,360.0108947753906,1.0,753.504150390625,374.2321472167969,1.0
1702,739.4808959960938,387.68267822265625,1.0,764.3546142578125,381.11029052734375,1.0,755.0791015625,361.0400390625,1.0,817.8617553710938,360.0322265625,1.0,752.71484375,377.5214538574219,1.0
1703,738.4132080078125,391.478759765625,1.0,763.0245971679688,382.4029235839844,1.0,752.322509765625,364.95684814453125,1.0,817.5302124023438,360.0458984375,1.0,750.6351928710938,380.4874267578125,1.0
1704,738.7901000976562,394.2267761230469,1.0,762.781982421875,383.99371337890625,1.0,750.5501708984375,369.2260437011719,1.0,816.9345092773438,360.0912170410156,1.0,749.3115844726562,383.6710205078125,1.0
1705,738.8145141601562,394.3094482421875,1.0,762.8029174804688,383.9859924316406,1.0,750.5457153320312,369.20831298828125,1.0,816.9156494140625,360.0726318359375,1.0,749.3341064453125,383.6785583496094,1.0
1706,739.9964599609375,397.635498046875,1.0,761.5870361328125,386.9034729003906,1.0,749.2525024414062,373.02227783203125,1.0,815.897216796875,360.023193359375,1.0,748.4705810546875,387.13360595703125,1.0
1707,738.45703125,399.1504211425781,1.0,760.1074829101562,389.2715759277344,1.0,747.9013061523438,376.1666259765625,1.0,814.8739013671875,360.06231689453125,1.0,746.4038696289062,389.84307861328125,1.0
1708,737.8082885742188,400.4018859863281,1.0,759.2822265625,391.45513916015625,1.0,746.4837036132812,377.80865478515625,1.0,813.188720703125,359.68389892578125,1.0,744.6405029296875,391.9132080078125,1.0
1709,736.1082153320312,402.1687316894531,1.0,757.9039916992188,392.8702087402344,1.0,745.0050048828125,379.4872741699219,1.0,811.9273681640625,359.553466796875,1.0,743.5490112304688,393.56292724609375,1.0
1710,733.4273071289062,403.4696044921875,1.0,755.8716430664062,395.2506408691406,1.0,743.295166015625,381.33111572265625,1.0,810.0293579101562,359.68096923828125,1.0,741.8147583007812,395.58154296875,1.0
1711,732.2125244140625,404.9455261230469,1.0,753.8373413085938,397.3825988769531,1.0,741.1522216796875,383.7660217285156,1.0,809.0213623046875,359.5282897949219,1.0,740.1973266601562,398.4390563964844,1.0
1712,730.5449829101562,405.1864318847656,1.0,752.9286499023438,398.3389892578125,1.0,740.5543823242188,384.39361572265625,1.0,807.8623657226562,359.50933837890625,1.0,739.5905151367188,398.5218811035156,1.0
1713,729.5304565429688,406.2986145019531,1.0,752.1558837890625,398.75494384765625,1.0,740.0484008789062,385.4884338378906,1.0,807.39794921875,358.9978332519531,1.0,738.696533203125,399.5653381347656,1.0
1714,729.1069946289062,406.7915344238281,1.0,751.4440307617188,400.159912109375,1.0,739.255615234375,386.83544921875,1.0,806.587890625,358.59210205078125,1.0,738.0699462890625,400.17791748046875,1.0
1715,729.1223754882812,407.0732421875,1.0,750.446533203125,400.5906066894531,1.0,738.6376342773438,389.0318298339844,1.0,805.6073608398438,358.45904541015625,1.0,737.3742065429688,401.02239990234375,1.0
1716,728.6361083984375,407.3681335449219,1.0,749.5546264648438,402.8720703125,1.0,738.0457153320312,390.1683349609375,1.0,804.593017578125,357.4859313964844,1.0,736.625244140625,401.6835632324219,1.0
1717,727.8585815429688,408.73944091796875,1.0,748.91796875,403.966552734375,1.0,736.70361328125,390.6605529785156,1.0,803.3977661132812,356.3011779785156,1.0,735.4976806640625,402.7533874511719,1.0
1718,727.0219116210938,411.221435546875,1.0,748.6527709960938,405.1985168457031,1.0,736.8292236328125,392.1936950683594,1.0,801.1160278320312,355.6689147949219,1.0,734.9129638671875,404.53985595703125,1.0
1719,725.9080810546875,415.22174072265625,1.0,748.0826416015625,407.640625,1.0,735.1910400390625,393.3734130859375,1.0,798.9068603515625,356.28387451171875,1.0,734.1906127929688,407.6048583984375,1.0
1720,723.7125244140625,417.8857421875,1.0,746.3601684570312,410.8070983886719,1.0,732.225830078125,396.6487731933594,1.0,796.3685302734375,357.3160705566406,1.0,731.9729614257812,410.9877014160156,1.0
1721,721.3959350585938,420.29327392578125,1.0,743.5841674804688,412.6746520996094,1.0,729.6896362304688,398.49188232421875,1.0,792.982421875,359.2629089355469,1.0,729.399169921875,413.4644470214844,1.0
1722,718.3228759765625,422.798828125,1.0,740.7432861328125,415.5121765136719,1.0,726.751220703125,400.84576416015625,1.0,790.0194702148438,361.9091491699219,1.0,726.5888061523438,415.86456298828125,1.0
1723,714.7532958984375,425.0321350097656,1.0,737.2443237304688,417.28533935546875,1.0,723.4237060546875,403.34564208984375,1.0,786.9237060546875,364.0640869140625,1.0,723.0958862304688,417.7374572753906,1.0
1724,707.497802734375,428.3965148925781,1.0,728.9163208007812,423.4608154296875,1.0,717.6195678710938,408.55670166015625,1.0,779.0693969726562,371.7704772949219,1.0,715.6005859375,422.1147155761719,1.0
1725,707.4970092773438,428.3977355957031,1.0,728.9143676757812,423.4596862792969,1.0,717.6188354492188,408.5578308105469,1.0,779.0615234375,371.76055908203125,1.0,715.5989990234375,422.11578369140625,1.0
1726,702.3184204101562,428.6532897949219,1.0,724.7300415039062,425.3149719238281,1.0,714.749755859375,409.94921875,1.0,775.953125,375.82843017578125,1.0,711.2799072265625,423.1099853515625,1.0
1727,691.2149047851562,429.2361145019531,1.0,715.3485107421875,430.5798645019531,1.0,706.6029663085938,413.01806640625,1.0,770.3660278320312,381.01702880859375,1.0,702.354736328125,425.3476867675781,1.0
1728,691.2171020507812,429.24920654296875,1.0,715.3497314453125,430.5920715332031,1.0,706.6141357421875,412.997314453125,1.0,770.3655395507812,381.0170593261719,1.0,702.3698120117188,425.3351745605469,1.0
1729,686.6605224609375,429.19085693359375,1.0,709.9724731445312,431.46044921875,1.0,702.7799682617188,414.32537841796875,1.0,766.7199096679688,383.8453063964844,1.0,696.9697875976562,426.32696533203125,1.0
1730,681.7772216796875,429.6324768066406,1.0,705.2207641601562,433.4364013671875,1.0,699.6433715820312,415.0301208496094,1.0,762.8336791992188,386.7795715332031,1.0,693.59765625,426.8334045410156,1.0
1731,677.3043212890625,431.2908935546875,1.0,701.8658447265625,433.7911071777344,1.0,696.650634765625,414.8404541015625,1.0,758.7028198242188,389.01312255859375,1.0,689.6160278320312,427.3168029785156,1.0
1732,672.6227416992188,430.6893005371094,1.0,696.3519287109375,435.1656188964844,1.0,690.7879028320312,415.9775695800781,1.0,754.7421264648438,390.5957336425781,1.0,685.0006103515625,428.21990966796875,1.0
1733,668.4039916992188,431.3815612792969,1.0,692.7914428710938,435.20904541015625,1.0,687.191162109375,415.1619873046875,1.0,751.0003051757812,392.36468505859375,1.0,680.7695922851562,427.8086242675781,1.0
1734,661.9916381835938,435.51116943359375,1.0,687.3260498046875,434.8853454589844,1.0,682.8721313476562,415.92828369140625,1.0,745.60595703125,395.1947021484375,0.9999998807907104,675.3436279296875,428.72119140625,1.0
1735,657.7071533203125,436.686767578125,1.0,683.0759887695312,435.56298828125,1.0,677.0469970703125,417.11669921875,1.0,742.5928955078125,398.2966613769531,1.0,670.4674682617188,430.4534606933594,1.0
1736,652.4646606445312,437.8758544921875,1.0,677.8553466796875,436.3662109375,1.0,671.9271850585938,418.1051940917969,1.0,738.2072143554688,401.3374328613281,1.0,664.5785522460938,430.9688720703125,1.0
1737,644.4481811523438,438.6478271484375,1.0,670.987548828125,437.8662414550781,1.0,665.77294921875,419.0378723144531,1.0,732.8766479492188,405.85101318359375,1.0,657.5007934570312,432.03558349609375,1.0
1738,638.6466064453125,440.5954895019531,1.0,664.6168212890625,439.6559753417969,1.0,659.0130615234375,420.9955139160156,1.0,728.2809448242188,410.314208984375,1.0,651.52392578125,434.091796875,1.0
1739,631.6770629882812,442.3602600097656,1.0,658.02001953125,441.8771667480469,1.0,652.5491943359375,423.4251403808594,1.0,723.80517578125,412.5726623535156,1.0,643.3873291015625,435.990966796875,1.0
1740,625.4371337890625,443.73974609375,1.0,650.27392578125,443.9818115234375,1.0,645.2133178710938,425.46392822265625,1.0,717.6743774414062,414.9744873046875,1.0,638.5565795898438,438.6731262207031,1.0
1741,619.0964965820312,445.8546142578125,1.0,644.6888427734375,446.9015197753906,1.0,640.326171875,428.2643737792969,1.0,711.5943603515625,416.93572998046875,1.0,630.8856811523438,441.029541015625,1.0
1742,611.88818359375,448.5483703613281,1.0,636.9856567382812,449.1488037109375,1.0,633.0386962890625,429.5690612792969,1.0,704.5385131835938,418.06829833984375,1.0,624.0260620117188,442.6961364746094,1.0
1743,606.0518188476562,451.3072204589844,1.0,631.461181640625,451.62158203125,1.0,625.6068115234375,433.4631652832031,1.0,698.4065551757812,420.6230163574219,1.0,619.1442260742188,446.241943359375,1.0
1744,600.057373046875,454.0625,1.0,626.5572509765625,452.851318359375,1.0,621.3492431640625,434.5255432128906,1.0,692.4996337890625,422.5966491699219,1.0,612.978515625,447.48388671875,1.0
1745,594.9697265625,456.6576232910156,1.0,619.9427490234375,454.7606506347656,1.0,614.8735961914062,436.61419677734375,1.0,684.7521362304688,425.6615295410156,0.9999998807907104,607.7734375,449.663818359375,1.0
1746,590.2565307617188,457.7876281738281,1.0,615.3416137695312,457.1297607421875,1.0,608.86767578125,439.4529724121094,1.0,678.2437744140625,427.2406005859375,1.0,601.9559936523438,451.9884948730469,1.0
1747,584.235595703125,460.3961486816406,1.0,607.7313842773438,459.9611511230469,1.0,604.0064086914062,441.39117431640625,1.0,672.6189575195312,430.2838134765625,1.0,595.5244140625,454.1432189941406,1.0
1748,578.2210693359375,461.4435729980469,1.0,602.4432373046875,462.62969970703125,1.0,597.0753173828125,443.67706298828125,1.0,666.9227905273438,433.7261047363281,1.0,590.9620361328125,457.10272216796875,1.0
1749,568.2922973632812,462.4610595703125,1.0,590.7141723632812,466.776611328125,1.0,587.33740234375,447.1061096191406,1.0,657.5572509765625,435.8170166015625,1.0,579.4984741210938,459.4150695800781,1.0
1750,568.25537109375,462.4563293457031,1.0,590.7276000976562,466.7811279296875,1.0,587.3382568359375,447.085693359375,1.0,657.5582885742188,435.80975341796875,1.0,579.4714965820312,459.4068603515625,1.0
1751,563.2205200195312,462.2778015136719,1.0,585.4607543945312,467.04742431640625,1.0,582.3219604492188,448.5016784667969,1.0,653.2894287109375,436.52734375,1.0,574.915283203125,460.5120849609375,1.0
1752,558.5184326171875,462.8298645019531,1.0,581.1371459960938,467.42791748046875,1.0,576.6997680664062,449.8372497558594,1.0,650.6041259765625,436.2909851074219,1.0,569.6714477539062,460.8310852050781,1.0
1753,554.0543823242188,462.60833740234375,1.0,576.2551879882812,466.65380859375,1.0,572.7075805664062,450.1452941894531,1.0,646.8644409179688,436.4200744628906,1.0,565.3397827148438,460.838134765625,1.0
1754,550.7749633789062,462.4078063964844,1.0,572.0419311523438,466.6642150878906,1.0,568.9603271484375,450.052978515625,1.0,641.8047485351562,434.95989990234375,1.0,561.3797607421875,460.9263000488281,1.0
1755,547.0379028320312,462.55059814453125,1.0,568.3717651367188,467.7232971191406,1.0,563.975830078125,450.3178405761719,1.0,636.97265625,434.89599609375,1.0,557.61767578125,461.07513427734375,1.0
1756,542.341552734375,461.8843078613281,1.0,565.0294189453125,467.1225891113281,1.0,560.3048706054688,449.20477294921875,1.0,633.4285888671875,436.1173095703125,1.0,553.29736328125,460.08197021484375,1.0
1757,538.5711059570312,461.7418212890625,1.0,559.55810546875,466.1366882324219,1.0,556.1459350585938,449.5522766113281,1.0,630.4503173828125,436.38232421875,1.0,549.019287109375,460.4852600097656,1.0
1758,535.5884399414062,462.4809875488281,1.0,555.7951049804688,466.72796630859375,1.0,552.54052734375,448.78936767578125,1.0,625.7609252929688,438.1153259277344,1.0,545.7471313476562,460.42840576171875,1.0
1759,533.16650390625,462.19622802734375,1.0,552.26806640625,467.35137939453125,1.0,548.8681640625,449.67462158203125,1.0,623.2852783203125,440.03814697265625,1.0,542.9725341796875,460.7220153808594,1.0
1760,529.1768798828125,463.0273132324219,1.0,548.388427734375,468.2168884277344,1.0,544.7081909179688,450.2393798828125,1.0,620.489013671875,442.0635986328125,0.9999998807907104,539.0803833007812,461.184326171875,1.0
1761,526.9378051757812,463.25103759765625,1.0,546.4228515625,467.4159851074219,1.0,542.6888427734375,451.2211608886719,1.0,617.3529663085938,443.99493408203125,0.9999998807907104,537.1921997070312,461.56793212890625,1.0
1762,523.4658203125,464.89447021484375,1.0,543.448486328125,468.356201171875,1.0,540.5869750976562,451.558837890625,1.0,614.2869262695312,446.28704833984375,1.0,534.41650390625,462.45916748046875,1.0
1763,518.7123413085938,465.8207092285156,1.0,538.4559936523438,469.92254638671875,1.0,536.5995483398438,452.58819580078125,1.0,611.3912353515625,450.05816650390625,1.0,529.3368530273438,463.56610107421875,1.0
1764,514.4510498046875,467.4101867675781,1.0,534.2594604492188,471.6531982421875,1.0,532.0011596679688,453.5240783691406,1.0,606.7354736328125,453.40576171875,1.0,524.7460327148438,464.4371032714844,1.0
1765,509.33831787109375,468.4341125488281,1.0,530.0939331054688,473.56976318359375,1.0,526.4943237304688,454.2227478027344,1.0,602.6558227539062,454.12567138671875,1.0,520.177490234375,465.7077941894531,1.0
1766,504.2755432128906,470.92535400390625,1.0,524.9041137695312,474.79412841796875,1.0,523.1626586914062,455.1154479980469,1.0,598.1992797851562,455.03155517578125,1.0,516.0399169921875,467.3358459472656,1.0
1767,499.9317626953125,472.9021301269531,1.0,521.5184936523438,474.9175109863281,0.9999998807907104,516.7586669921875,456.8343200683594,1.0,592.9195556640625,453.98760986328125,1.0,511.27056884765625,469.3207702636719,1.0
1768,494.5256042480469,473.2377014160156,1.0,516.1627197265625,476.4162292480469,1.0,511.953125,458.2884521484375,1.0,587.3333129882812,453.857421875,1.0,504.8992919921875,470.3557434082031,1.0
1769,488.4725646972656,475.36712646484375,1.0,509.67236328125,479.08038330078125,1.0,507.0736389160156,459.3303527832031,1.0,582.28955078125,453.08489990234375,1.0,498.95867919921875,471.96539306640625,1.0
1770,482.8908386230469,479.2536926269531,1.0,505.29022216796875,480.3075866699219,1.0,499.9762878417969,462.1510925292969,1.0,575.492431640625,451.11297607421875,1.0,494.3529052734375,475.3045959472656,1.0
1771,477.7822570800781,480.2516174316406,1.0,502.0062255859375,482.2044982910156,1.0,494.9276428222656,463.5802001953125,1.0,570.0742797851562,452.5344543457031,1.0,489.41925048828125,476.6395568847656,1.0
1772,471.5701599121094,483.9582214355469,1.0,495.8861389160156,482.75830078125,1.0,490.6856384277344,465.4643249511719,1.0,564.9273681640625,451.8921813964844,1.0,484.0136413574219,478.51739501953125,1.0
1773,467.4016418457031,486.53839111328125,1.0,490.9040222167969,484.8681335449219,1.0,484.53662109375,468.04913330078125,1.0,557.752197265625,454.7568664550781,1.0,478.8323059082031,481.3157653808594,1.0
1774,462.47369384765625,488.9722595214844,1.0,487.4378356933594,488.0393371582031,1.0,479.8746643066406,470.52679443359375,1.0,551.5922241210938,456.7830505371094,1.0,473.8354187011719,483.34661865234375,1.0
1775,456.4740905761719,492.7397155761719,1.0,481.2337646484375,491.0235290527344,1.0,475.0030212402344,473.3980712890625,1.0,545.9884643554688,460.0804748535156,1.0,467.069580078125,486.6705322265625,1.0
1776,450.6273498535156,497.4766845703125,1.0,475.1853332519531,493.9292297363281,1.0,467.9801025390625,476.42645263671875,1.0,539.0610961914062,464.3043212890625,1.0,463.56951904296875,490.5890808105469,1.0
1777,444.9873962402344,500.9925842285156,1.0,471.1169738769531,497.9613037109375,1.0,462.48809814453125,479.7917175292969,1.0,534.604248046875,467.2330017089844,1.0,457.6901550292969,494.0005798339844,1.0
1778,439.3161926269531,503.4599609375,1.0,465.8501281738281,499.6106872558594,1.0,458.84149169921875,482.2016296386719,1.0,528.99609375,467.6383972167969,1.0,451.37261962890625,495.3038330078125,1.0
1779,434.8827209472656,506.7528076171875,1.0,459.5760803222656,502.3037109375,1.0,452.7992248535156,485.32373046875,1.0,524.0411987304688,467.9994201660156,1.0,447.06536865234375,499.32684326171875,1.0
1780,430.421875,508.6348876953125,1.0,457.2464599609375,504.2642517089844,1.0,449.0077819824219,487.869384765625,1.0,519.8652954101562,468.49017333984375,1.0,442.3042907714844,501.052001953125,1.0
1781,425.438720703125,510.6684875488281,1.0,452.44354248046875,507.5330505371094,1.0,445.3117980957031,489.1292419433594,1.0,513.5980224609375,467.5406799316406,1.0,437.3474426269531,503.53009033203125,1.0
1782,421.3328552246094,512.69482421875,1.0,446.9791564941406,509.2674865722656,1.0,440.19586181640625,490.77777099609375,1.0,508.41455078125,467.73193359375,1.0,433.404052734375,505.3998718261719,1.0
1783,417.6932373046875,514.5774536132812,1.0,443.0572204589844,511.1198425292969,1.0,434.6260070800781,493.2856750488281,1.0,503.96185302734375,468.3450012207031,1.0,430.2344055175781,507.9303283691406,1.0
1784,412.8443908691406,517.0065307617188,1.0,440.9927673339844,512.6375732421875,1.0,431.52490234375,494.8939208984375,1.0,499.934814453125,468.1243896484375,1.0,426.933837890625,509.7537841796875,1.0
1785,407.7918395996094,517.7758178710938,1.0,436.50030517578125,515.2168579101562,1.0,429.92047119140625,497.19036865234375,1.0,495.7958984375,469.9939270019531,1.0,422.3219909667969,510.75408935546875,1.0
1786,403.9040222167969,520.0557250976562,1.0,433.4043884277344,516.6849365234375,1.0,425.9704284667969,498.636962890625,1.0,491.09326171875,472.91741943359375,0.9999998807907104,418.8067321777344,512.8170776367188,1.0
1787,399.3633117675781,523.3823852539062,1.0,427.7926940917969,519.5400390625,1.0,420.2506103515625,501.3729553222656,1.0,487.75079345703125,475.5965881347656,1.0,414.8769836425781,515.9110107421875,1.0
1788,396.3529968261719,525.5478515625,1.0,424.7714538574219,522.5069580078125,1.0,416.5639343261719,504.05413818359375,1.0,486.0573425292969,479.9340515136719,1.0,409.972412109375,518.0391235351562,1.0
1789,391.90277099609375,526.803466796875,1.0,419.88226318359375,525.7408447265625,1.0,413.3257751464844,506.2419128417969,1.0,482.7864990234375,484.049072265625,1.0,405.0925598144531,520.3245239257812,1.0
1790,386.86328125,530.5831909179688,1.0,414.4447937011719,528.7232666015625,1.0,407.90106201171875,509.1480407714844,1.0,479.96759033203125,486.7328796386719,1.0,400.6894836425781,522.8191528320312,1.0
1791,383.8588562011719,533.9407348632812,1.0,411.6041564941406,530.2418212890625,1.0,403.3633728027344,512.6796875,1.0,476.8520202636719,488.9887390136719,0.9999997615814209,397.53759765625,527.1190795898438,1.0
1792,381.934814453125,537.333984375,1.0,409.68682861328125,531.8153686523438,1.0,401.41217041015625,514.1071166992188,1.0,472.7117004394531,490.56451416015625,1.0,394.9828186035156,528.6265869140625,1.0
1793,378.0008850097656,539.27099609375,0.9999998807907104,405.8250732421875,534.3514404296875,1.0,397.7832336425781,517.3704223632812,1.0,470.2296142578125,491.14483642578125,1.0,390.6475524902344,531.1092529296875,1.0
1794,374.361328125,542.1443481445312,1.0,401.8277587890625,538.1489868164062,1.0,393.7482604980469,520.2875366210938,1.0,466.4721374511719,491.6959533691406,1.0,386.81231689453125,534.433837890625,1.0
1795,372.30938720703125,545.04541015625,1.0,398.5981140136719,539.6542358398438,1.0,390.41552734375,521.4363403320312,1.0,461.56304931640625,492.202880859375,0.9999998807907104,384.7850341796875,536.1983642578125,1.0
1796,369.66741943359375,546.4624633789062,1.0,395.95452880859375,541.4511108398438,1.0,386.5519104003906,523.6109008789062,1.0,456.8113708496094,492.2268371582031,0.9999998807907104,383.0435485839844,538.1376342773438,1.0
1797,368.3265380859375,548.6141357421875,1.0,394.8451232910156,542.91845703125,1.0,384.4132080078125,525.453369140625,1.0,453.8424377441406,491.953125,1.0,380.4822082519531,540.2457275390625,1.0
1798,365.7314147949219,552.3574829101562,1.0,392.3539733886719,545.2540893554688,1.0,381.3483581542969,527.6455078125,1.0,451.1346130371094,492.0356140136719,1.0,378.173828125,543.0292358398438,1.0
1799,363.5306701660156,553.67431640625,0.9999998807907104,390.0606384277344,546.35595703125,1.0,380.85723876953125,529.4122924804688,1.0,447.2383728027344,493.7756652832031,1.0,375.8426208496094,544.1109619140625,1.0
1800,362.0694885253906,555.6004028320312,0.9999998807907104,387.5924987792969,547.1996459960938,1.0,377.1865539550781,530.5970458984375,1.0,444.0504150390625,496.1214294433594,1.0,373.9128723144531,546.2467041015625,1.0
1801,360.11138916015625,557.2842407226562,0.9999998807907104,385.6391296386719,549.8390502929688,1.0,375.7279357910156,532.5475463867188,1.0,442.47021484375,499.02825927734375,1.0,371.42059326171875,548.03173828125,1.0
