scorer,DLC_resnet101_WilkeTMazeJul29shuffle1_1000000,DLC_resnet101_WilkeTMazeJul29shuffle1_1000000,DLC_resnet101_WilkeTMazeJul29shuffle1_1000000,DLC_resnet101_WilkeTMazeJul29shuffle1_1000000,DLC_resnet101_WilkeTMazeJul29shuffle1_1000000,DLC_resnet101_WilkeTMazeJul29shuffle1_1000000,DLC_resnet101_WilkeTMazeJul29shuffle1_1000000,DLC_resnet101_WilkeTMazeJul29shuffle1_1000000,DLC_resnet101_WilkeTMazeJul29shuffle1_1000000,DLC_resnet101_WilkeTMazeJul29shuffle1_1000000,DLC_resnet101_WilkeTMazeJul29shuffle1_1000000,DLC_resnet101_WilkeTMazeJul29shuffle1_1000000,DLC_resnet101_WilkeTMazeJul29shuffle1_1000000,DLC_resnet101_WilkeTMazeJul29shuffle1_1000000,DLC_resnet101_WilkeTMazeJul29shuffle1_1000000
bodyparts,Nose,Nose,Nose,LeftEar,LeftEar,LeftEar,RightEar,RightEar,RightEar,Implant,Implant,Implant,Tailbase,Tailbase,Tailbase
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,1128.9317302703857,650.388645529747,0.9984183311462402,1138.5313889980316,627.0815608501434,0.9999918937683105,1118.3130865097046,627.5596824884415,0.9999579191207886,1128.6608862876892,639.5489585399628,0.9999940395355225,1127.7427253723145,637.6727639436722,0.0023604780435562134
1,1128.3690960109234,658.6821472644806,0.9979233145713806,1137.5427603721619,633.686023235321,0.9863821268081665,1116.2364382743835,634.4565641880035,0.9998879432678223,1127.662340760231,645.1956543773413,0.9999356269836426,1110.415889620781,620.5610284805298,0.028328903019428253
2,1130.626369714737,663.2708622217178,0.9998998641967773,1138.5014908313751,638.8634533882141,0.9999332427978516,1119.4668719172478,638.1408748179674,0.9999914169311523,1130.0097103118896,650.5977048873901,0.9999960660934448,1126.7759702205658,609.7819509506226,0.3045135736465454
3,1129.6560098528862,669.5984899997711,0.9999939203262329,1141.0092709064484,640.4136776924133,0.9999921321868896,1119.3465390205383,640.6935381889343,0.999995231628418,1128.6765082776546,654.2284381389618,0.9999998807907104,1110.1979019641876,597.8337998390198,0.2924753725528717
4,1130.3420991897583,666.8946447372437,0.9999850988388062,1139.3613550662994,641.2420818805695,0.9999980926513672,1118.1314393281937,640.6329244375229,0.9999988079071045,1128.8926646113396,656.049482345581,0.9999998807907104,1116.920654296875,582.8212289810181,0.8722187280654907
5,1130.00013589859,672.3719954490662,0.9999905824661255,1139.2042574882507,642.391783952713,0.9999939203262329,1118.5874801278114,645.0924916267395,0.9999970197677612,1129.285118818283,658.2043840885162,0.9999996423721313,1116.093618631363,582.6189826726913,0.994728147983551
6,1132.3723678588867,678.02552318573,0.9996516704559326,1140.396541595459,648.887416601181,0.9999929666519165,1120.4249377250671,649.9104964733124,0.9999940395355225,1130.7523684501648,663.3691961169243,0.999994158744812,1118.9425488114357,586.7363042831421,0.9465287327766418
7,1135.277139365673,679.55641913414,0.9999445676803589,1143.14384329319,650.3391798734665,0.9999805688858032,1122.7774014472961,651.3559989333153,0.9999948740005493,1132.4706873893738,664.4235486984253,0.999994158744812,1121.894004225731,587.5054607391357,0.8398922085762024
